epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,74957.9,1.00766,3.34688,0.1609,0.70536,1.17811,0.8531,0.92921,0.91115,0.64381,0.85362,0.89404,0.9052,0.36301,1.04008,2.5571,0.06077,0.64939,1.27071,0.00100456,0.00100456,0.00100456
121,75583.4,1.04279,3.33118,0.15253,0.73859,1.2078,0.86998,0.85003,0.91979,0.65859,0.86992,0.85499,0.91801,0.36052,1.01968,2.64022,0.05373,0.6968,1.21418,0.0010025,0.0010025,0.0010025
122,76207.3,1.02215,3.30763,0.16247,0.76803,1.1922,0.94795,0.9203,0.94738,0.67046,0.94936,0.91893,0.94275,0.35354,1.03868,2.56127,0.04691,0.66764,1.24357,0.00100044,0.00100044,0.00100044
123,76832.2,1.01985,3.32263,0.16168,0.72897,1.18261,0.88415,0.95225,0.94569,0.66384,0.87808,0.94543,0.93195,0.38031,1.06004,2.55732,0.04614,0.64576,1.26241,0.000998375,0.000998375,0.000998375
124,77457.7,1.03182,3.17242,0.16442,0.74197,1.20447,0.90829,0.88885,0.92709,0.65035,0.90511,0.8859,0.9211,0.36075,1.07464,2.53756,0.04513,0.6753,1.23202,0.000996313,0.000996313,0.000996313
125,78083.7,0.98442,3.31808,0.16804,0.76294,1.16451,0.92513,0.88169,0.94542,0.66386,0.92511,0.88364,0.94255,0.37517,1.00715,2.65456,0.04836,0.69748,1.1803,0.00099425,0.00099425,0.00099425
126,78707.9,1.02807,3.29956,0.156,0.75001,1.17816,0.96772,0.90694,0.9532,0.66534,0.9582,0.89718,0.94404,0.37913,1.04595,2.64054,0.05282,0.68696,1.22112,0.000992188,0.000992188,0.000992188
127,79332.8,1.03871,3.28923,0.16036,0.73819,1.19474,0.87438,0.94901,0.95402,0.67551,0.86834,0.9431,0.9433,0.33868,1.02159,2.71669,0.05153,0.65484,1.2409,0.000990125,0.000990125,0.000990125
128,79958,0.99916,3.41956,0.17078,0.7036,1.19365,0.9352,0.88635,0.94519,0.6609,0.93459,0.88564,0.93984,0.40133,1.0354,2.45766,0.04968,0.68096,1.22822,0.000988063,0.000988063,0.000988063
129,80582.7,1.02237,3.32281,0.15538,0.7402,1.17826,0.85734,0.93742,0.95222,0.67595,0.85445,0.93447,0.94711,0.40339,1.09246,2.47243,0.03811,0.69455,1.22669,0.000986,0.000986,0.000986
130,81207.3,0.98119,3.3206,0.15307,0.70488,1.17915,0.85814,0.9352,0.93072,0.67304,0.85522,0.93224,0.92836,0.38391,1.04187,2.60798,0.04897,0.64629,1.28602,0.000983938,0.000983938,0.000983938
131,81832.1,1.00204,3.37815,0.14569,0.71543,1.1721,0.93816,0.89427,0.93178,0.67023,0.93319,0.8928,0.9303,0.35467,1.031,2.63151,0.04536,0.6531,1.25118,0.000981875,0.000981875,0.000981875
132,82456.5,0.97636,3.27124,0.15468,0.68072,1.18542,0.92957,0.88404,0.928,0.66181,0.92282,0.8777,0.92267,0.36672,1.07428,2.54399,0.03956,0.60934,1.2862,0.000979812,0.000979812,0.000979812
133,83081.6,1.01319,3.3439,0.16264,0.71012,1.19971,0.92371,0.85914,0.92867,0.66556,0.91842,0.84933,0.91779,0.38068,1.04406,2.50318,0.04393,0.63615,1.2525,0.00097775,0.00097775,0.00097775
134,83705.9,0.99096,3.34801,0.1587,0.69599,1.17478,0.87273,0.936,0.94099,0.67086,0.86978,0.93304,0.93631,0.38908,1.04278,2.47331,0.04065,0.62109,1.28197,0.000975687,0.000975687,0.000975687
135,84330,1.00422,3.26197,0.1602,0.74918,1.17896,0.93697,0.86773,0.94332,0.67792,0.93217,0.88507,0.93708,0.37788,0.9928,2.48699,0.05618,0.73896,1.18657,0.000973625,0.000973625,0.000973625
136,84955.3,0.9633,3.31696,0.15139,0.69383,1.14811,0.90736,0.90445,0.92842,0.67193,0.89896,0.89695,0.91444,0.37935,0.97109,2.47815,0.05777,0.67705,1.17857,0.000971562,0.000971562,0.000971562
137,85582.3,1.03564,3.213,0.15459,0.75073,1.18861,0.9236,0.88735,0.9429,0.66958,0.91675,0.88234,0.92862,0.38347,1.02313,2.51208,0.04413,0.73313,1.18822,0.0009695,0.0009695,0.0009695
138,86207.1,1.00526,3.26693,0.16634,0.73752,1.16577,0.85924,0.94945,0.93071,0.65786,0.84088,0.93087,0.8968,0.3502,1.03154,2.48935,0.0355,0.66038,1.27775,0.000967438,0.000967438,0.000967438
139,86833.1,1.0066,3.26238,0.1631,0.71943,1.195,0.91379,0.94524,0.95247,0.6819,0.9006,0.93017,0.93045,0.39054,1.05478,2.40806,0.0383,0.62017,1.26622,0.000965375,0.000965375,0.000965375
140,87458.1,1.0165,3.3386,0.15797,0.72439,1.16987,0.92386,0.92992,0.94324,0.67299,0.91194,0.91791,0.93253,0.38536,1.01697,2.54625,0.03877,0.65718,1.23056,0.000963312,0.000963312,0.000963312
141,88083.3,1.00722,3.33391,0.15233,0.71745,1.18412,0.90148,0.88733,0.9339,0.66379,0.89201,0.87757,0.92473,0.36872,1.01173,2.67783,0.04167,0.63536,1.21658,0.00096125,0.00096125,0.00096125
142,88708.1,0.98908,3.24014,0.14714,0.72142,1.17076,0.83704,0.91298,0.93239,0.6675,0.89516,0.87924,0.93476,0.37633,1.01168,2.47755,0.04833,0.68256,1.224,0.000959187,0.000959187,0.000959187
143,89333.2,1.00399,3.21995,0.15012,0.69722,1.18723,0.85761,0.86819,0.91068,0.63916,0.85734,0.86744,0.90432,0.35307,1.06138,2.5517,0.04491,0.73027,1.25105,0.000957125,0.000957125,0.000957125
144,89957.2,1.04034,3.25881,0.15777,0.71477,1.18521,0.89154,0.88012,0.9341,0.65382,0.89841,0.88266,0.93313,0.37084,1.06023,2.61671,0.05271,0.69296,1.20897,0.000955063,0.000955063,0.000955063
145,90581.7,0.98816,3.25866,0.15257,0.71934,1.17292,0.90607,0.90399,0.94123,0.67271,0.88897,0.88677,0.91933,0.38553,1.0196,2.51729,0.03993,0.62919,1.2325,0.000953,0.000953,0.000953
146,91206.5,1.0239,3.24361,0.1618,0.73472,1.20188,0.89587,0.86983,0.90805,0.6385,0.89528,0.86316,0.90288,0.35806,1.02415,2.57921,0.04712,0.69517,1.22535,0.000950937,0.000950937,0.000950937
147,91831.2,1.02651,3.17451,0.14961,0.7268,1.1838,0.88739,0.92713,0.94043,0.67271,0.88248,0.92376,0.93434,0.39933,0.97428,2.51589,0.0405,0.69463,1.18862,0.000948875,0.000948875,0.000948875
148,92456.8,0.98751,3.1673,0.15106,0.73188,1.16161,0.86756,0.93053,0.94794,0.67038,0.86241,0.92533,0.93992,0.4097,1.09462,2.39078,0.04022,0.65733,1.22877,0.000946812,0.000946812,0.000946812
149,93081.5,1.03025,3.33843,0.14891,0.69305,1.17136,0.8584,0.93116,0.94552,0.67612,0.8524,0.92521,0.93452,0.39503,1.04092,2.50255,0.04047,0.67665,1.22528,0.00094475,0.00094475,0.00094475
150,93705.7,1.05025,3.24945,0.14901,0.7139,1.20292,0.92725,0.91846,0.94603,0.67983,0.92518,0.91641,0.94288,0.35654,1.03045,2.62884,0.04822,0.68795,1.25,0.000942688,0.000942688,0.000942688
151,94329.9,1.01358,3.32796,0.15178,0.73759,1.17796,0.87156,0.95357,0.946,0.66912,0.8687,0.95062,0.94167,0.39108,1.0645,2.51911,0.03763,0.67919,1.2512,0.000940625,0.000940625,0.000940625
152,94954.6,1.01283,3.18205,0.15127,0.71682,1.18777,0.92666,0.90781,0.96004,0.68854,0.94702,0.86827,0.95366,0.40971,1.06893,2.47687,0.04591,0.66233,1.20959,0.000938563,0.000938563,0.000938563
153,95578.9,1.00857,3.35003,0.15268,0.72052,1.17434,0.95586,0.90177,0.95886,0.67736,0.94685,0.89201,0.94937,0.3601,1.04763,2.65495,0.0453,0.68146,1.20962,0.0009365,0.0009365,0.0009365
154,96203.2,0.99993,3.28407,0.14437,0.70025,1.16614,0.96216,0.86685,0.96019,0.69381,0.95718,0.86094,0.95147,0.38899,1.01286,2.54162,0.03403,0.62267,1.23767,0.000934438,0.000934438,0.000934438
155,96828.1,0.99988,3.32051,0.14321,0.73798,1.18704,0.94319,0.90479,0.96052,0.69716,0.946,0.90182,0.95604,0.41225,1.01115,2.47444,0.03864,0.61918,1.20628,0.000932375,0.000932375,0.000932375
156,97452.7,0.97503,3.25975,0.15439,0.75649,1.15299,0.95983,0.89685,0.9451,0.66714,0.95054,0.88709,0.93535,0.39867,1.02242,2.46656,0.02961,0.67577,1.20619,0.000930313,0.000930313,0.000930313
157,98077.5,0.96414,3.25787,0.15023,0.71822,1.16859,0.91463,0.92596,0.94506,0.68738,0.91445,0.92795,0.94181,0.38445,1.03926,2.53005,0.03302,0.61604,1.24806,0.00092825,0.00092825,0.00092825
158,98702.4,1.00028,3.19084,0.1481,0.73312,1.15864,0.90711,0.94262,0.93922,0.66145,0.90486,0.94032,0.93653,0.38223,1.07695,2.57002,0.03127,0.63948,1.24203,0.000926188,0.000926188,0.000926188
159,99328.2,1.02437,3.16311,0.15339,0.73988,1.1878,0.86698,0.92204,0.93917,0.65473,0.86764,0.92199,0.93628,0.39644,1.0661,2.44221,0.03371,0.67029,1.21709,0.000924125,0.000924125,0.000924125
160,99952.5,0.98557,3.19357,0.15839,0.73131,1.17109,0.91698,0.92264,0.95294,0.68705,0.90003,0.90542,0.9342,0.36752,1.01058,2.57854,0.04564,0.65304,1.20397,0.000922063,0.000922063,0.000922063
161,100576,1.00091,3.21816,0.15463,0.72283,1.16675,0.86332,0.95511,0.95309,0.69179,0.86041,0.95215,0.94947,0.38042,1.04166,2.53524,0.03884,0.62199,1.27077,0.00092,0.00092,0.00092
162,101201,0.97863,3.25738,0.1406,0.70632,1.16946,0.90931,0.90376,0.94423,0.66397,0.91219,0.89981,0.94047,0.3852,1.06305,2.46169,0.03464,0.62716,1.23336,0.000917938,0.000917938,0.000917938
163,101825,0.98307,3.32196,0.14269,0.71316,1.16086,0.85242,0.92235,0.94118,0.67639,0.85369,0.9239,0.93648,0.40113,1.02369,2.50301,0.03303,0.64814,1.22597,0.000915875,0.000915875,0.000915875
164,102449,1.00709,3.15096,0.15045,0.70947,1.17965,0.90922,0.91242,0.95638,0.69936,0.91453,0.91117,0.95124,0.36521,1.00976,2.61046,0.03509,0.61083,1.21934,0.000913813,0.000913813,0.000913813
165,103073,0.96147,3.24297,0.13937,0.6967,1.16106,0.93749,0.93103,0.94363,0.69168,0.93292,0.92648,0.94132,0.40159,1.05179,2.48823,0.03149,0.59755,1.29665,0.00091175,0.00091175,0.00091175
166,103698,1.01297,3.30856,0.14731,0.73939,1.18791,0.92324,0.85706,0.91015,0.62308,0.92465,0.85097,0.9129,0.34324,0.98105,2.61515,0.03705,0.85276,1.18791,0.000909688,0.000909688,0.000909688
167,104323,0.99898,3.18521,0.14655,0.73545,1.1672,0.9144,0.93997,0.94538,0.678,0.9139,0.93927,0.94239,0.3648,1.02143,2.59149,0.02854,0.67802,1.21217,0.000907625,0.000907625,0.000907625
168,104948,1.00569,3.21951,0.1413,0.71106,1.1761,0.88252,0.94237,0.95633,0.67508,0.8796,0.93942,0.95139,0.41244,1.09822,2.51245,0.02949,0.59702,1.33241,0.000905563,0.000905563,0.000905563
169,105572,0.97866,3.25744,0.14941,0.69255,1.17503,0.96739,0.88022,0.94901,0.68849,0.96452,0.87726,0.94265,0.41883,1.02208,2.44665,0.0271,0.63115,1.23552,0.0009035,0.0009035,0.0009035
170,106195,1.00696,3.27427,0.1413,0.74255,1.17378,0.89589,0.87134,0.9365,0.67592,0.84327,0.93083,0.93425,0.43061,1.03927,2.35342,0.03091,0.63384,1.26262,0.000901438,0.000901438,0.000901438
171,106821,0.97785,3.25536,0.15096,0.70576,1.17105,0.94909,0.85868,0.91624,0.6465,0.94263,0.85188,0.90714,0.37236,1.02598,2.5015,0.03614,0.65487,1.23286,0.000899375,0.000899375,0.000899375
172,107445,1.002,3.12471,0.13712,0.70179,1.15858,0.95817,0.88108,0.9465,0.66942,0.94744,0.8838,0.94396,0.40776,1.05901,2.49889,0.03367,0.64722,1.21896,0.000897313,0.000897313,0.000897313
173,108071,1.00754,3.24886,0.1356,0.70067,1.1932,0.95898,0.84565,0.95417,0.68953,0.8731,0.91819,0.94786,0.39096,1.02661,2.6023,0.02851,0.62269,1.22494,0.00089525,0.00089525,0.00089525
174,108696,1.00982,3.2576,0.14289,0.69427,1.17728,0.9381,0.89559,0.9496,0.67365,0.94479,0.88247,0.94621,0.37374,1.04548,2.68933,0.02727,0.60797,1.26707,0.000893187,0.000893187,0.000893187
175,109321,0.97944,3.16185,0.15055,0.67785,1.15653,0.9645,0.87678,0.95263,0.68667,0.95423,0.86614,0.94459,0.37856,1.01977,2.55863,0.03872,0.63225,1.23325,0.000891125,0.000891125,0.000891125
176,109946,0.98792,3.2898,0.14087,0.69598,1.16661,0.87983,0.93034,0.95948,0.6735,0.87146,0.93001,0.95391,0.3702,1.05894,2.6362,0.03608,0.64352,1.26607,0.000889062,0.000889062,0.000889062
177,110570,0.97054,3.18238,0.1446,0.72972,1.16672,0.89152,0.93907,0.94605,0.68,0.88968,0.93836,0.94291,0.41632,1.00121,2.47962,0.03314,0.63348,1.22679,0.000887,0.000887,0.000887
178,111195,0.97397,3.27413,0.15188,0.69605,1.16724,0.87388,0.93349,0.93636,0.68234,0.87487,0.93554,0.93435,0.38916,1.03869,2.47669,0.03737,0.62954,1.262,0.000884938,0.000884938,0.000884938
179,111819,0.96216,3.22637,0.1479,0.67871,1.15089,0.87647,0.93494,0.92999,0.67467,0.87855,0.93967,0.93102,0.37736,1.0004,2.52685,0.02826,0.67378,1.2156,0.000882875,0.000882875,0.000882875
180,112444,0.96328,3.19175,0.1452,0.67385,1.15326,0.90444,0.89168,0.93442,0.66712,0.89736,0.89927,0.93802,0.40747,1.05986,2.53161,0.02998,0.63785,1.24502,0.000880812,0.000880812,0.000880812
181,113068,0.9981,3.10542,0.15928,0.6714,1.1699,0.86421,0.95917,0.94327,0.66981,0.86706,0.9513,0.93749,0.38985,1.05265,2.61031,0.03141,0.60494,1.278,0.00087875,0.00087875,0.00087875
182,113692,0.99555,3.19459,0.14267,0.69762,1.17007,0.96649,0.83617,0.93897,0.66263,0.87481,0.91469,0.93764,0.39301,1.05066,2.55788,0.02773,0.69503,1.21326,0.000876687,0.000876687,0.000876687
183,114317,0.97368,3.23906,0.14125,0.70382,1.17132,0.86218,0.92323,0.95453,0.68728,0.86358,0.92777,0.94898,0.372,0.99925,2.58298,0.03847,0.67485,1.22149,0.000874625,0.000874625,0.000874625
184,114942,0.95577,3.18923,0.14573,0.68104,1.15203,0.91205,0.89331,0.94132,0.66995,0.91208,0.8926,0.93881,0.39895,1.0739,2.52576,0.03069,0.64905,1.25851,0.000872563,0.000872563,0.000872563
185,115567,0.95716,3.22349,0.14632,0.68606,1.15608,0.93268,0.92653,0.9435,0.67687,0.9377,0.92833,0.94186,0.39716,1.04718,2.58052,0.02466,0.6166,1.25853,0.0008705,0.0008705,0.0008705
186,116193,0.97042,3.1286,0.14013,0.69014,1.16369,0.87687,0.95236,0.94529,0.67602,0.87628,0.95128,0.94108,0.40427,1.01892,2.53054,0.02446,0.62164,1.24979,0.000868437,0.000868437,0.000868437
187,116818,0.95977,3.14034,0.14406,0.63857,1.15079,0.87577,0.92374,0.95566,0.67351,0.8776,0.92689,0.95134,0.38124,1.09128,2.61919,0.0235,0.63444,1.24376,0.000866375,0.000866375,0.000866375
188,117442,0.98531,3.1955,0.13918,0.69777,1.16478,0.83314,0.92232,0.93013,0.66361,0.84351,0.92526,0.93222,0.36552,1.05074,2.5502,0.02511,0.66978,1.27611,0.000864313,0.000864313,0.000864313
189,118067,0.96204,3.25238,0.14951,0.68798,1.1627,0.90708,0.9044,0.94486,0.66702,0.90731,0.90443,0.94094,0.42177,1.06266,2.47857,0.02587,0.63963,1.26466,0.00086225,0.00086225,0.00086225
190,118691,0.96739,3.20291,0.13555,0.67836,1.16214,0.96285,0.87864,0.96077,0.68752,0.96322,0.87031,0.95453,0.40508,1.04214,2.51967,0.02859,0.62678,1.25836,0.000860188,0.000860188,0.000860188
191,119316,0.94202,3.14767,0.15163,0.67086,1.16045,0.85207,0.96895,0.93176,0.67067,0.85446,0.96675,0.92799,0.35031,1.02948,2.64104,0.02214,0.61056,1.24659,0.000858125,0.000858125,0.000858125
192,119940,0.9654,3.21065,0.14985,0.70302,1.16639,0.85834,0.9589,0.95716,0.67967,0.8593,0.9573,0.95293,0.32879,1.042,2.7369,0.02183,0.61979,1.24275,0.000856062,0.000856062,0.000856062
193,120565,0.96112,3.18312,0.14401,0.67513,1.1656,0.86042,0.95428,0.9504,0.65409,0.854,0.94765,0.94594,0.34607,1.06604,2.65471,0.02223,0.62908,1.2484,0.000854,0.000854,0.000854
194,121190,0.98547,3.19006,0.13782,0.70867,1.17076,0.9238,0.91049,0.94132,0.65567,0.91981,0.90594,0.93624,0.37722,1.04023,2.48393,0.02831,0.65196,1.2263,0.000851938,0.000851938,0.000851938
195,121815,0.94562,3.17021,0.14186,0.6738,1.13706,0.92096,0.91297,0.95846,0.67666,0.92321,0.91557,0.95691,0.39388,1.00926,2.54416,0.02864,0.68748,1.16354,0.000849875,0.000849875,0.000849875
196,122439,0.95369,3.17619,0.13725,0.66106,1.13628,0.94363,0.87442,0.92732,0.66953,0.94643,0.88028,0.92579,0.36344,1.00576,2.63049,0.02398,0.67116,1.18839,0.000847813,0.000847813,0.000847813
197,123064,0.95802,3.09717,0.1361,0.67365,1.14267,0.92688,0.93392,0.93955,0.68074,0.92681,0.93259,0.9322,0.36718,1.0519,2.51072,0.02334,0.59478,1.25394,0.00084575,0.00084575,0.00084575
198,123689,0.93614,3.23624,0.14381,0.68354,1.13163,0.88581,0.89397,0.93457,0.66874,0.90176,0.90668,0.94758,0.37984,1.01907,2.4869,0.03023,0.74851,1.1746,0.000843687,0.000843687,0.000843687
199,124314,0.97072,3.18272,0.13677,0.64746,1.16236,0.87538,0.92759,0.96311,0.68485,0.87063,0.92923,0.95707,0.39187,1.10561,2.61154,0.02528,0.60679,1.27453,0.000841625,0.000841625,0.000841625
200,124939,0.9669,3.17062,0.13771,0.65461,1.16807,0.95085,0.91033,0.93911,0.67449,0.95537,0.90553,0.93463,0.42978,1.0521,2.3579,0.03006,0.60726,1.25895,0.000839563,0.000839563,0.000839563
201,125564,0.94281,3.13313,0.14071,0.65774,1.15514,0.9573,0.88649,0.94873,0.67238,0.95317,0.8843,0.9453,0.4265,1.03905,2.36623,0.02446,0.61019,1.2581,0.0008375,0.0008375,0.0008375
202,126188,0.9643,3.11459,0.1415,0.67563,1.15678,0.91073,0.91913,0.95076,0.67799,0.91672,0.91944,0.95109,0.41674,1.01649,2.50278,0.0237,0.65535,1.21503,0.000835438,0.000835438,0.000835438
203,126812,0.99967,3.19498,0.13955,0.68232,1.17074,0.92226,0.91979,0.9441,0.67779,0.92562,0.91917,0.93664,0.39216,1.01684,2.53201,0.02931,0.67709,1.19799,0.000833375,0.000833375,0.000833375
204,127437,0.95906,3.22215,0.14,0.67655,1.16429,0.89446,0.90928,0.94353,0.68238,0.89806,0.91492,0.9447,0.40679,0.98213,2.4946,0.02594,0.64265,1.21014,0.000831312,0.000831312,0.000831312
205,128061,0.95234,3.14291,0.1364,0.70216,1.15592,0.92599,0.86101,0.94329,0.67453,0.93368,0.86713,0.94622,0.41113,1.03264,2.48402,0.03239,0.654,1.22979,0.00082925,0.00082925,0.00082925
206,128686,0.94644,3.06141,0.13607,0.68098,1.1346,0.95885,0.92298,0.94176,0.68013,0.96015,0.92359,0.94265,0.39917,1.04923,2.53484,0.02009,0.57941,1.28451,0.000827187,0.000827187,0.000827187
207,129312,0.96266,3.21631,0.14314,0.65058,1.1575,0.83477,0.94163,0.95977,0.67145,0.84407,0.92668,0.95132,0.38885,1.06827,2.61539,0.02379,0.63943,1.24738,0.000825125,0.000825125,0.000825125
208,129936,0.93895,3.1136,0.13331,0.64778,1.15339,0.93717,0.92004,0.94453,0.676,0.94724,0.9202,0.9424,0.40171,1.01673,2.42185,0.02532,0.63891,1.18871,0.000823063,0.000823063,0.000823063
209,130561,0.99559,3.12961,0.13729,0.68911,1.17186,0.8464,0.91918,0.93309,0.66704,0.86377,0.93558,0.94424,0.40011,1.03292,2.45195,0.03087,0.75545,1.20112,0.000821,0.000821,0.000821
210,131187,0.94957,3.12682,0.1337,0.66758,1.1578,0.92133,0.93531,0.94821,0.68541,0.92464,0.93977,0.95091,0.41797,0.99101,2.42935,0.03004,0.72299,1.16374,0.000818937,0.000818937,0.000818937
211,131811,0.96489,3.19214,0.12636,0.66919,1.15689,0.93144,0.87734,0.95432,0.69333,0.93149,0.87664,0.95057,0.40394,0.96246,2.42742,0.02268,0.66197,1.16096,0.000816875,0.000816875,0.000816875
212,132436,0.91962,3.15699,0.13188,0.64427,1.14491,0.86162,0.9505,0.94953,0.68916,0.85785,0.94659,0.94008,0.43915,0.99668,2.3774,0.0262,0.64756,1.21474,0.000814813,0.000814813,0.000814813
213,133062,0.97703,3.18455,0.14065,0.66284,1.16414,0.9433,0.91143,0.93312,0.67322,0.95136,0.92092,0.93745,0.42057,1.01034,2.40062,0.02366,0.64516,1.20073,0.00081275,0.00081275,0.00081275
214,133687,0.97111,3.22391,0.13655,0.67752,1.16607,0.88322,0.92588,0.95022,0.6809,0.88994,0.92747,0.94741,0.39491,1.04234,2.48166,0.02239,0.61331,1.23377,0.000810688,0.000810688,0.000810688
215,134311,0.9432,3.11467,0.1367,0.67675,1.15818,0.89674,0.86769,0.94107,0.66838,0.90642,0.87916,0.94325,0.41295,1.02883,2.49469,0.02637,0.65573,1.25114,0.000808625,0.000808625,0.000808625
216,134937,0.899,3.12112,0.14032,0.66376,1.12779,0.82381,0.93803,0.94626,0.69074,0.83546,0.94554,0.94654,0.41464,1.03113,2.44613,0.02482,0.64125,1.23843,0.000806562,0.000806562,0.000806562
217,135561,0.93388,3.19143,0.14182,0.63266,1.12775,0.85955,0.94518,0.94775,0.67112,0.85958,0.94502,0.94622,0.38759,1.09068,2.58542,0.02181,0.59005,1.27589,0.0008045,0.0008045,0.0008045
218,136186,0.95551,3.16794,0.14102,0.62748,1.1463,0.87209,0.91114,0.94907,0.67808,0.87389,0.91102,0.94875,0.40122,1.0941,2.45446,0.02096,0.61491,1.29326,0.000802438,0.000802438,0.000802438
219,136810,0.96151,3.17833,0.13654,0.65577,1.15266,0.95974,0.89629,0.95559,0.67579,0.95314,0.89432,0.94627,0.41986,1.03881,2.47319,0.02179,0.64357,1.20994,0.000800375,0.000800375,0.000800375
220,137435,0.95011,3.11811,0.136,0.6518,1.15527,0.91153,0.92853,0.95537,0.68115,0.91331,0.9197,0.95181,0.41591,1.06527,2.48588,0.02144,0.58845,1.27154,0.000798313,0.000798313,0.000798313
221,138060,0.92276,3.10246,0.13372,0.62797,1.13648,0.84185,0.97812,0.95307,0.68021,0.85265,0.96464,0.95143,0.4318,1.05744,2.40509,0.02067,0.62419,1.25203,0.00079625,0.00079625,0.00079625
222,138684,0.95425,3.08942,0.13136,0.62391,1.14324,0.85151,0.89187,0.91406,0.63746,0.87138,0.89574,0.93163,0.42903,1.00885,2.33308,0.02568,0.77378,1.18326,0.000794187,0.000794187,0.000794187
223,139309,0.93521,2.9974,0.13352,0.64312,1.13645,0.83317,0.94185,0.93574,0.66542,0.85758,0.93109,0.93414,0.43455,1.03416,2.35167,0.02301,0.66152,1.22926,0.000792125,0.000792125,0.000792125
224,139934,0.93139,3.08139,0.1412,0.64633,1.137,0.97127,0.92967,0.94522,0.67453,0.96401,0.92665,0.93738,0.4446,1.07317,2.38512,0.02229,0.59446,1.2656,0.000790063,0.000790063,0.000790063
225,140559,0.9453,3.137,0.13259,0.6664,1.14988,0.86774,0.95977,0.95748,0.69582,0.86919,0.96105,0.95529,0.43297,1.02002,2.32651,0.02542,0.64222,1.22529,0.000788,0.000788,0.000788
226,141183,0.9092,3.10909,0.13832,0.64862,1.12888,0.88206,0.93654,0.95119,0.68683,0.88585,0.94034,0.95031,0.42489,1.03139,2.37821,0.02295,0.65102,1.23315,0.000785938,0.000785938,0.000785938
227,141807,0.94475,3.096,0.1298,0.63076,1.15063,0.95256,0.92588,0.94571,0.6846,0.9623,0.93406,0.94364,0.41235,1.00922,2.43057,0.02225,0.63721,1.20298,0.000783875,0.000783875,0.000783875
228,142432,0.91568,3.09598,0.12827,0.63724,1.13404,0.93827,0.88033,0.94715,0.68904,0.94267,0.893,0.94826,0.41958,0.99119,2.39068,0.02091,0.67024,1.19166,0.000781812,0.000781812,0.000781812
229,143056,0.94628,3.15872,0.13223,0.63223,1.15401,0.86315,0.93223,0.95615,0.6943,0.8672,0.9359,0.95687,0.39214,1.03953,2.46405,0.02294,0.60901,1.26007,0.00077975,0.00077975,0.00077975
230,143680,0.92091,3.11512,0.13315,0.62537,1.13735,0.9579,0.91649,0.96811,0.70537,0.95759,0.9151,0.96269,0.38817,1.03734,2.49852,0.02413,0.5797,1.25792,0.000777688,0.000777688,0.000777688
231,144306,0.94035,3.10434,0.13807,0.60379,1.14507,0.95642,0.90787,0.9446,0.66912,0.95079,0.91707,0.93491,0.40535,1.09353,2.49745,0.01783,0.60468,1.28775,0.000775625,0.000775625,0.000775625
232,144936,0.9134,3.15239,0.13746,0.63136,1.13286,0.92736,0.87846,0.95915,0.69541,0.92812,0.87849,0.9607,0.39183,1.03508,2.43753,0.02135,0.60666,1.26019,0.000773563,0.000773563,0.000773563
233,145561,0.92749,3.0323,0.13362,0.63363,1.13019,0.90291,0.89468,0.95803,0.69863,0.90817,0.89881,0.95753,0.41375,1.0237,2.35816,0.0235,0.64315,1.20389,0.0007715,0.0007715,0.0007715
234,146185,0.91781,3.11451,0.13469,0.64727,1.13757,0.95535,0.89082,0.94412,0.67862,0.94967,0.88919,0.94305,0.42162,1.01328,2.36184,0.01988,0.66759,1.21943,0.000769438,0.000769438,0.000769438
235,146810,0.93248,3.16288,0.13729,0.63485,1.14187,0.953,0.91584,0.94897,0.68485,0.95987,0.92984,0.95021,0.40633,0.99887,2.395,0.02116,0.69152,1.18572,0.000767375,0.000767375,0.000767375
236,147436,0.89601,3.05331,0.12971,0.61217,1.12508,0.86615,0.91992,0.93267,0.67701,0.85871,0.93159,0.93381,0.38046,1.04403,2.46066,0.02153,0.6247,1.27907,0.000765313,0.000765313,0.000765313
237,148060,0.92492,3.13333,0.12998,0.6384,1.14643,0.89527,0.92616,0.94264,0.69098,0.90762,0.9258,0.9364,0.37194,1.00511,2.471,0.02374,0.63274,1.22964,0.00076325,0.00076325,0.00076325
238,148686,0.92297,3.11662,0.13491,0.61893,1.14146,0.93484,0.91285,0.95272,0.70266,0.92943,0.91014,0.94698,0.4014,1.01455,2.44618,0.02021,0.59434,1.24021,0.000761188,0.000761188,0.000761188
239,149310,0.92745,3.02675,0.12582,0.62363,1.14021,0.84655,0.92492,0.94297,0.68573,0.84646,0.93523,0.9408,0.41028,1.0127,2.4236,0.01818,0.63736,1.24922,0.000759125,0.000759125,0.000759125
240,149935,0.91627,3.08673,0.13692,0.62838,1.1354,0.88061,0.9266,0.95207,0.68041,0.8746,0.91912,0.94834,0.38132,1.04181,2.47149,0.01915,0.63596,1.22963,0.000757063,0.000757063,0.000757063
