epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
236,103084,0.76113,3.13302,0.16367,0.43759,1.03975,0.97252,0.99316,0.99195,0.74403,0.96364,0.98422,0.9871,0.41867,0.97241,2.61407,0.06763,0.43189,1.12721,0.000280625,0.000280625,0.000280625
237,103519,0.82685,3.13999,0.1456,0.46851,1.0849,0.98747,0.99442,0.99221,0.73847,0.9786,0.98548,0.98727,0.41782,0.97197,2.63209,0.06251,0.42569,1.14225,0.0002765,0.0002765,0.0002765
238,103964,0.78248,3.01988,0.15791,0.44392,1.04932,0.9701,0.99265,0.99236,0.74305,0.96123,0.98371,0.98615,0.41203,0.99025,2.62383,0.06109,0.4322,1.14079,0.000272375,0.000272375,0.000272375
239,104405,0.79508,3.12882,0.15344,0.44742,1.05578,0.9691,0.99265,0.98792,0.74345,0.96023,0.98371,0.98279,0.41685,0.98104,2.57282,0.06271,0.4263,1.13985,0.00026825,0.00026825,0.00026825
240,104839,0.78165,3.13754,0.1598,0.44633,1.05071,0.96905,0.99265,0.98781,0.74065,0.96018,0.98371,0.98223,0.41685,0.99378,2.56474,0.06397,0.43011,1.12831,0.000264125,0.000264125,0.000264125
241,105284,0.80022,3.13003,0.16113,0.43296,1.05141,0.96768,0.99265,0.98037,0.74871,0.95882,0.98371,0.97548,0.40216,0.97345,2.5765,0.06799,0.43136,1.12704,0.00026,0.00026,0.00026
242,105724,0.7755,3.13814,0.14671,0.44034,1.04081,0.96768,0.99265,0.98891,0.74476,0.95882,0.98371,0.98406,0.39259,0.99525,2.61757,0.06662,0.43312,1.13427,0.000255875,0.000255875,0.000255875
243,106159,0.77665,3.04773,0.13827,0.4376,1.03677,0.98951,1,0.99261,0.75853,0.98064,0.99106,0.98766,0.38538,0.96291,2.66395,0.06153,0.42839,1.11839,0.00025175,0.00025175,0.00025175
244,106594,0.74663,3.06712,0.15493,0.42998,1.03149,0.98929,1,0.99342,0.75858,0.98041,0.99106,0.98877,0.41012,0.94855,2.61874,0.06237,0.41757,1.11061,0.000247625,0.000247625,0.000247625
245,107039,0.75134,3.10017,0.16015,0.42186,1.03317,0.97157,0.99381,0.9936,0.75587,0.9627,0.98487,0.98899,0.42242,0.95371,2.54619,0.06159,0.41686,1.11091,0.0002435,0.0002435,0.0002435
246,107469,0.74804,3.02941,0.13547,0.41981,1.02892,0.97224,0.99335,0.99305,0.74864,0.96337,0.98441,0.98853,0.43434,0.95427,2.54273,0.06339,0.4255,1.11389,0.000239375,0.000239375,0.000239375
247,107907,0.77077,3.01043,0.15272,0.42203,1.04006,0.97252,0.99351,0.99239,0.74943,0.96364,0.98457,0.98651,0.43246,0.97205,2.54909,0.06617,0.4283,1.10912,0.00023525,0.00023525,0.00023525
248,108362,0.79816,3.17325,0.15361,0.43383,1.05293,0.98125,0.99704,0.99254,0.75571,0.96872,0.98437,0.97991,0.416,0.96678,2.62246,0.06655,0.41704,1.10961,0.000231125,0.000231125,0.000231125
249,108805,0.77429,2.99341,0.16402,0.4339,1.06079,0.98235,0.996,0.99294,0.75308,0.97348,0.98706,0.98684,0.42923,0.97945,2.5537,0.06773,0.42896,1.11446,0.000227,0.000227,0.000227
250,109233,0.76718,3.10421,0.15446,0.43147,1.03962,0.97228,0.99374,0.99272,0.75651,0.96342,0.9848,0.98713,0.41973,0.97067,2.58488,0.06508,0.42815,1.11215,0.000222875,0.000222875,0.000222875
251,109667,0.74756,2.99231,0.14819,0.42441,1.03225,0.97132,0.99344,0.99331,0.7654,0.96246,0.9845,0.98812,0.42472,0.96767,2.5596,0.05971,0.42243,1.11245,0.00021875,0.00021875,0.00021875
252,110104,0.73222,2.97063,0.15843,0.42231,1.03875,0.9813,0.99394,0.99316,0.75948,0.97244,0.985,0.98889,0.43077,0.9647,2.53014,0.06035,0.42565,1.10952,0.000214625,0.000214625,0.000214625
253,110535,0.7379,2.97064,0.15691,0.4187,1.03495,0.98455,0.99403,0.99331,0.75194,0.97201,0.98136,0.98214,0.42119,0.97006,2.53773,0.06365,0.43473,1.11147,0.0002105,0.0002105,0.0002105
254,110963,0.75056,2.92439,0.14221,0.41906,1.03791,0.97209,0.99351,0.99272,0.75471,0.95955,0.98083,0.97975,0.38961,0.97513,2.61319,0.06108,0.42603,1.1115,0.000206375,0.000206375,0.000206375
255,111395,0.74188,2.92368,0.14386,0.41807,1.03655,0.96943,0.99343,0.99243,0.75634,0.95689,0.98076,0.97834,0.39513,0.95337,2.61752,0.05783,0.41446,1.11963,0.00020225,0.00020225,0.00020225
256,111832,0.75996,3.02416,0.13879,0.42598,1.0331,0.96852,0.99265,0.98818,0.75013,0.95965,0.98371,0.98235,0.40623,0.94661,2.59244,0.05947,0.41615,1.12679,0.000198125,0.000198125,0.000198125
257,112271,0.72606,2.91062,0.1551,0.42133,1.03711,0.97016,0.99395,0.99261,0.75704,0.95761,0.98128,0.98002,0.39298,0.93707,2.64696,0.06007,0.41243,1.1247,0.000194,0.000194,0.000194
258,112702,0.74102,3.0593,0.14851,0.41159,1.02252,0.97976,1,0.99298,0.75681,0.97089,0.99106,0.98756,0.39903,0.95973,2.5965,0.05667,0.41135,1.13317,0.000189875,0.000189875,0.000189875
